time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-11-10T09:54:28.890Z,28.391,34.466,10,3.1,md,,,,1.4,us,usp0006nc9,2014-11-07T00:56:46.465Z,"10 km SSW of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1994-11-06T01:46:09.990Z,27.983,34.238,10,3.5,md,,,,0.6,us,usp0006n69,2014-11-07T00:56:43.438Z,"11 km NW of Sharm el-Sheikh, Egypt",earthquake,,,,,reviewed,us,ryd
1994-11-04T06:00:48.500Z,27.388,34.442,10,3.2,md,,,,0.5,us,usp0006n3q,2014-11-07T00:56:39.197Z,"59 km S of Sharm el-Sheikh, Egypt",earthquake,,,,,reviewed,us,ryd
1994-10-19T14:36:08.450Z,28.6,34.631,10,3,md,,,,0.1,us,usp0006mcd,2014-11-07T00:56:32.118Z,"18 km NE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1994-10-19T14:25:51.820Z,28.614,34.655,10,3.1,md,,,,0.1,us,usp0006mcc,2014-11-07T00:56:32.117Z,"21 km NE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1994-09-28T04:38:57.330Z,28.591,34.889,10,3,md,,,,0.4,us,usp0006k4d,2014-11-07T00:56:20.750Z,"40 km ENE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1994-09-27T12:00:33.020Z,28.778,34.706,10,3.4,md,,,,0.8,us,usp0006k2z,2014-11-07T00:56:20.568Z,"30 km S of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1994-09-26T17:27:18.580Z,28.522,34.596,10,4.4,md,,,,0.2,us,usp0006k1n,2014-11-07T00:56:20.439Z,"10 km ENE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1994-09-26T13:54:07.420Z,28.783,34.716,10,3.4,md,,,,0.8,us,usp0006k1c,2014-11-07T00:56:20.422Z,"29 km S of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1994-09-22T12:39:13.080Z,28.691,34.665,10,3.2,md,,,,0.9,us,usp0006jv4,2014-11-07T00:56:19.333Z,"28 km NE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1994-09-11T14:20:18.680Z,28.743,34.717,10,3.3,md,,,,1,us,usp0006j89,2014-11-07T00:56:15.234Z,"34 km S of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1994-08-19T01:36:04.120Z,28.637,34.828,5,4.1,ml,,,,1.7,us,usp0006h4y,2014-11-07T00:56:05.941Z,"36 km ENE of Dahab, Egypt",earthquake,,,,,reviewed,us,jer
1994-08-19T01:30:27.770Z,28.443,34.621,5,4.3,ml,,,,1,us,usp0006h4x,2014-11-07T00:56:05.938Z,"13 km ESE of Dahab, Egypt",earthquake,,,,,reviewed,us,jer
1994-07-05T10:01:00.120Z,28.693,34.607,10,4,mb,,,,1,us,usp0006f6z,2014-11-07T00:55:49.893Z,"25 km NNE of Dahab, Egypt",earthquake,,,,3,reviewed,us,us
1994-07-04T01:06:09.020Z,28.652,34.98,10,3.6,mb,,,,1.3,us,usp0006f53,2014-11-07T00:55:49.324Z,"51 km ENE of Dahab, Egypt",earthquake,,,,2,reviewed,us,us
1994-07-03T14:26:41.310Z,28.742,34.573,15.4,4.3,mb,,,,1.2,us,usp0006f4c,2014-11-07T00:55:49.120Z,"29 km NNE of Dahab, Egypt",earthquake,,5.2,,4,reviewed,us,us
1994-05-02T18:15:40.790Z,27.813,33.771,10,3.8,md,,,,0.9,us,usp0006bxj,2014-11-07T00:55:25.226Z,"47 km N of El Gouna, Egypt",earthquake,,,,,reviewed,us,hlw
1994-04-28T08:06:53.970Z,28.68,35.159,10,3.9,md,,,,1.2,us,usp0006brv,2014-11-07T00:55:21.606Z,"63 km SE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,hlw
1994-04-06T21:18:32.830Z,28.74,34.645,9.6,4.6,mb,,,,1,us,usp0006ard,2014-11-07T00:55:16.714Z,"32 km NNE of Dahab, Egypt",earthquake,,4.5,,19,reviewed,us,us
1994-02-17T23:13:33.660Z,28.875,34.61,10,4.1,mb,,,,0.7,us,usp00068nw,2014-11-07T00:54:59.941Z,"19 km SSW of Nuwaybi‘a, Egypt",earthquake,,,,1,reviewed,us,us
1994-02-09T15:04:03.560Z,28.412,35.233,10,3.7,md,,,,1.3,us,usp0006892,2014-11-07T00:54:57.721Z,"72 km E of Dahab, Egypt",earthquake,,,,,reviewed,us,hlw
1994-01-31T22:57:18.710Z,28.423,34.535,10,4,md,,,,0.3,us,usp00067tr,2014-11-07T00:54:51.856Z,"7 km SSE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1994-01-31T21:28:06.480Z,28.372,34.884,10,4,md,,,,1.5,us,usp00067tp,2014-11-07T00:54:51.852Z,"40 km ESE of Dahab, Egypt",earthquake,,,,,reviewed,us,hlw
1994-01-02T07:49:23.690Z,28.745,33.305,31.1,3.5,mb,,,,1.4,us,usp00065xx,2014-11-07T00:54:42.335Z,"48 km NNE of Ras Gharib, Egypt",earthquake,,10.2,,1,reviewed,us,us
1994-01-01T03:10:30.280Z,28.647,34.609,10,3.9,mb,,,,1.3,us,usp00065wg,2014-11-07T00:54:41.376Z,"Egypt",earthquake,,,,3,reviewed,us,us
1993-12-31T10:26:17.300Z,29.145,34.751,10,4.1,mb,,,,1.4,us,usp00065ve,2014-11-07T00:54:39.364Z,"13 km NE of Nuwaybi‘a, Egypt",earthquake,,,,1,reviewed,us,us
1993-12-04T23:34:11.160Z,28.886,34.903,10,4.5,ms,,,,1.3,us,usp00064ny,2014-11-07T00:54:33.347Z,"29 km SE of Nuwaybi‘a, Egypt",earthquake,,,,3,reviewed,us,us
1993-11-25T02:54:13.910Z,28.712,34.676,10,3.1,md,,,,0.7,us,usp000646c,2014-11-07T00:54:27.115Z,"31 km NE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1993-11-24T19:31:46.240Z,28.776,34.703,10,3.8,md,,,,0.9,us,usp000645q,2014-11-07T00:54:27.062Z,"30 km S of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1993-11-08T01:06:02.990Z,28.698,34.673,13.8,4.9,mb,,,,1,us,usp00063be,2014-11-07T00:54:22.724Z,"29 km NE of Dahab, Egypt",earthquake,,,,50,reviewed,us,us
1993-11-03T18:39:33.000Z,28.654,34.65,13,4.9,mb,,,,1,us,usp000634q,2014-11-07T00:54:20.956Z,"24 km NE of Dahab, Egypt",earthquake,,4.3,,49,reviewed,us,us
1993-10-21T00:35:04.330Z,28.898,34.698,10,4.4,mb,,,,0.9,us,usp00062bt,2014-11-07T00:54:13.984Z,"16 km SSE of Nuwaybi‘a, Egypt",earthquake,,,,9,reviewed,us,us
1993-10-18T20:51:15.570Z,28.896,34.57,9.3,4.8,mb,,,,1.2,us,usp000627u,2014-11-07T00:54:13.581Z,"19 km SSW of Nuwaybi‘a, Egypt",earthquake,,,,15,reviewed,us,us
1993-10-10T11:17:04.390Z,28.756,34.62,10,3.7,mb,,,,1.1,us,usp00061rm,2014-11-07T00:54:11.449Z,"32 km S of Nuwaybi‘a, Egypt",earthquake,,,,2,reviewed,us,us
1993-10-03T17:49:04.030Z,28.803,34.656,10,3.7,mb,,,,1.1,us,usp00061e8,2014-11-07T00:54:09.678Z,"27 km S of Nuwaybi‘a, Egypt",earthquake,,,,2,reviewed,us,us
1993-09-20T20:18:04.660Z,28.918,34.485,10,3.9,mb,,,,1.4,us,usp00060q0,2014-11-07T00:54:00.184Z,"22 km SW of Nuwaybi‘a, Egypt",earthquake,,,,2,reviewed,us,us
1993-09-12T23:15:54.540Z,28.594,34.578,23.2,3.4,mb,,,,1.4,us,usp000607x,2014-11-07T00:53:57.411Z,"14 km NNE of Dahab, Egypt",earthquake,,8.8,,1,reviewed,us,us
1993-08-20T23:10:00.480Z,28.764,34.687,10,4.5,mb,,,,1.4,us,usp0005yxj,2014-11-07T00:53:47.215Z,"31 km S of Nuwaybi‘a, Egypt",earthquake,,,,8,reviewed,us,us
1993-08-16T02:12:33.670Z,28.663,34.627,10,3.9,mb,,,,1.1,us,usp0005yms,2014-11-07T00:53:44.598Z,"23 km NNE of Dahab, Egypt",earthquake,,,,1,reviewed,us,us
1993-08-15T05:11:27.560Z,28.743,34.676,10.2,4.2,mb,,,,1.4,us,usp0005yjs,2014-11-07T00:53:44.304Z,"33 km S of Nuwaybi‘a, Egypt",earthquake,,6.5,,8,reviewed,us,us
1993-08-13T01:11:08.490Z,29.167,34.669,10,4.3,mb,,,,1.3,us,usp0005yf1,2014-11-07T00:53:42.895Z,"13 km N of Nuwaybi‘a, Egypt",earthquake,,,,12,reviewed,us,us
1993-08-13T00:31:43.120Z,28.561,34.716,9,4.7,mb,,,,1.6,us,usp0005yey,2014-11-07T00:53:42.879Z,"23 km ENE of Dahab, Egypt",earthquake,,,,33,reviewed,us,us
1993-08-09T06:05:03.240Z,28.737,34.704,10,4.6,mb,,,,1.2,us,usp0005y5n,2014-11-07T00:53:41.279Z,"34 km S of Nuwaybi‘a, Egypt",earthquake,,,,18,reviewed,us,us
1993-08-07T04:55:39.980Z,28.807,34.717,10,4.4,mb,,,,1,us,usp0005y1u,2014-11-07T00:53:40.255Z,"27 km S of Nuwaybi‘a, Egypt",earthquake,,,,19,reviewed,us,us
1993-08-03T20:53:51.900Z,28.672,34.567,10,4.7,mb,,,,1.3,us,usp0005xx3,2014-11-07T00:53:39.251Z,"22 km NNE of Dahab, Egypt",earthquake,,,,35,reviewed,us,us
1993-08-03T18:02:05.460Z,28.948,34.663,10,4.6,mb,,,,1.1,us,usp0005xwz,2014-11-07T00:53:39.223Z,"10 km S of Nuwaybi‘a, Egypt",earthquake,,,,15,reviewed,us,us
1993-08-03T17:50:20.630Z,28.668,34.786,10,4.6,mb,,,,1.3,us,usp0005xwy,2014-11-07T00:53:39.212Z,"35 km NE of Dahab, Egypt",earthquake,,,,18,reviewed,us,us
1993-08-03T16:33:20.780Z,28.777,34.668,10,5.7,mw,,,,1.1,us,usp0005xws,2022-04-28T18:02:12.027Z,"29 km S of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,hrv
1993-08-03T15:42:54.660Z,28.886,33.706,10,3.8,mb,,,,1.5,us,usp0005xwp,2014-11-07T00:53:39.075Z,"43 km NNW of Saint Catherine, Egypt",earthquake,,,,1,reviewed,us,us
1993-08-03T13:44:59.900Z,28.607,34.638,10,5.1,ms,,,,1.1,us,usp0005xwj,2014-11-07T00:53:39.028Z,"19 km NE of Dahab, Egypt",earthquake,,,,1,reviewed,us,us
1993-08-03T13:33:43.950Z,28.405,34.78,10,5,mb,,,,1.3,us,usp0005xwh,2014-11-07T00:53:39.007Z,"29 km ESE of Dahab, Egypt",earthquake,,,,31,reviewed,us,us
1993-08-03T13:12:18.300Z,28.504,34.676,10,5.3,ms,,,,1.1,us,usp0005xwe,2014-11-07T00:53:38.971Z,"17 km E of Dahab, Egypt",earthquake,,,,3,reviewed,us,us
1993-08-03T12:54:06.360Z,28.6,34.777,10,5.1,mb,,,,1.3,us,usp0005xwb,2014-11-07T00:53:38.903Z,"30 km ENE of Dahab, Egypt",earthquake,,,,46,reviewed,us,us
1993-08-03T12:43:05.360Z,28.729,34.553,10,6.1,mw,,,,1.3,us,usp0005xw9,2022-04-28T18:02:10.369Z,"27 km NNE of Dahab, Egypt",earthquake,,,,,reviewed,us,hrv
1993-08-03T12:31:20.190Z,28.549,34.608,10,4.5,mb,,,,1.4,us,usp0005xw8,2014-11-07T00:53:38.735Z,"13 km NE of Dahab, Egypt",earthquake,,,,5,reviewed,us,us
1993-07-30T23:34:10.810Z,28.864,34.821,18,4.7,mb,,,,1.2,us,usp0005xq4,2014-11-07T00:53:34.796Z,"25 km SE of Nuwaybi‘a, Egypt",earthquake,,,,31,reviewed,us,us
1993-07-26T00:07:49.770Z,28.274,34.485,10,3.7,md,,,,0.6,us,usp0005xd5,2014-11-07T00:53:33.926Z,"23 km S of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1993-07-19T08:53:46.930Z,27.24,35.029,10,4,md,,,,0.4,us,usp0005wyb,2014-11-07T00:53:31.858Z,"66 km W of Duba, Saudi Arabia",earthquake,,,,,reviewed,us,ryd
1993-05-24T21:47:21.740Z,29.128,32.436,10,3.4,md,,,,0.5,us,usp0005te2,2014-11-07T00:53:03.891Z,"53 km SSE of Ain Sukhna, Egypt",earthquake,,,,,reviewed,us,hlw
1993-04-02T22:03:42.400Z,27.83,33.738,10,4.1,md,,,,0.4,us,usp0005qjk,2014-11-07T00:52:44.808Z,"47 km SSE of El-Tor, Egypt",earthquake,,,,,reviewed,us,hlw
1993-03-29T03:37:58.070Z,28.384,33.307,10.8,3.8,mb,,,,1.3,us,usp0005qaj,2014-11-07T00:52:40.038Z,"22 km E of Ras Gharib, Egypt",earthquake,,9.3,,1,reviewed,us,us
1992-12-09T20:26:11.670Z,28.392,32.9,10,3.5,md,,,,1.5,us,usp0005j1g,2014-11-07T00:52:01.600Z,"17 km WNW of Ras Gharib, Egypt",earthquake,,,,,reviewed,us,hlw
1992-10-27T11:02:48.230Z,28.835,33.166,22.9,4,mb,,,,0.6,us,usp0005fyc,2014-11-07T00:51:43.440Z,"53 km N of Ras Gharib, Egypt",earthquake,,4.2,,1,reviewed,us,us
1992-10-27T09:44:48.120Z,28.82,33.136,29.4,3.5,mb,,,,0.8,us,usp0005fya,2014-11-07T00:51:43.436Z,"51 km N of Ras Gharib, Egypt",earthquake,,5.7,,1,reviewed,us,us
1992-10-20T05:25:15.490Z,28.552,32.863,10,3.8,md,,,,1.3,us,usp0005fmj,2014-11-07T00:51:41.855Z,"30 km NW of Ras Gharib, Egypt",earthquake,,,,,reviewed,us,hlw
1992-10-20T01:57:58.420Z,28.443,33.158,10,3.9,mb,,,,1.1,us,usp0005fm8,2014-11-07T00:51:41.781Z,"12 km NE of Ras Gharib, Egypt",earthquake,,,,2,reviewed,us,us
1992-09-26T01:42:25.450Z,27.734,34.032,10,3.9,md,,,,0.8,us,usp0005eh6,2014-11-07T00:51:30.806Z,"35 km SW of Sharm el-Sheikh, Egypt",earthquake,,,,,reviewed,us,hlw
1992-09-26T01:09:57.230Z,28.286,33.8,10,3.6,mb,,,,0.5,us,usp0005eh4,2014-11-07T00:51:30.802Z,"18 km ENE of El-Tor, Egypt",earthquake,,,,1,reviewed,us,us
1992-09-25T23:06:12.940Z,27.165,33.858,10,3.8,md,,,,0.9,us,usp0005egz,2014-11-07T00:51:30.794Z,"11 km SSE of Hurghada, Egypt",earthquake,,,,,reviewed,us,hlw
1992-09-25T22:20:17.020Z,27.423,33.97,10,3.9,mb,,,,0.9,us,usp0005egw,2014-11-07T00:51:30.787Z,"24 km NE of Hurghada, Egypt",earthquake,,,,4,reviewed,us,us
1992-09-25T22:02:54.620Z,27.388,34.081,10,4,mb,,,,1,us,usp0005egv,2014-11-07T00:51:30.785Z,"30 km ENE of Hurghada, Egypt",earthquake,,,,2,reviewed,us,us
1992-09-25T21:35:39.670Z,27.92,33.979,10,4.2,md,,,,1.5,us,usp0005egu,2014-11-07T00:51:30.783Z,"34 km W of Sharm el-Sheikh, Egypt",earthquake,,,,,reviewed,us,hlw
1992-09-25T21:33:20.260Z,27.974,34.393,10,4,md,,,,0.5,us,usp0005egt,2014-11-07T00:51:30.782Z,"8 km NE of Sharm el-Sheikh, Egypt",earthquake,,,,,reviewed,us,hlw
1992-09-15T07:24:14.040Z,27.617,34.293,10,3.8,md,,,,0.5,us,usp0005e0m,2014-11-07T00:51:28.833Z,"33 km S of Sharm el-Sheikh, Egypt",earthquake,,,,,reviewed,us,hlw
1992-09-03T17:09:20.400Z,27.347,34.584,10,3.9,mb,,,,1.2,us,usp0005dhu,2014-11-07T00:51:24.590Z,"67 km SSE of Sharm el-Sheikh, Egypt",earthquake,,,,2,reviewed,us,us
1992-06-03T15:04:41.380Z,26.592,34.688,10,3.8,m,,,,0.1,us,usp00058mr,2014-11-07T00:50:47.398Z,"67 km NE of Al Qu?ayr, Egypt",earthquake,,,,,reviewed,us,ryd
1991-12-05T00:52:41.790Z,28.498,32.888,13,3.4,mb,,,,0.7,us,usp000501v,2014-11-07T00:49:41.986Z,"24 km NW of Ras Gharib, Egypt",earthquake,,4.4,,1,reviewed,us,us
1991-11-26T10:41:46.400Z,28.885,33.247,10,4,md,,,,0.2,us,usp0004zp8,2014-11-07T00:49:37.177Z,"60 km NNE of Ras Gharib, Egypt",earthquake,,,,,reviewed,us,hlw
1991-03-27T00:18:25.300Z,27.621,33.724,10,4,md,,,,0.4,us,usp0004pkp,2014-11-07T00:48:14.347Z,"25 km N of El Gouna, Egypt",earthquake,,,,,reviewed,us,hlw
1990-09-13T22:10:07.150Z,27.161,35.125,10,4.6,mb,,,,1.2,us,usp0004eph,2014-11-07T00:47:06.852Z,"59 km WSW of Duba, Saudi Arabia",earthquake,,,,25,reviewed,us,us
1990-07-07T01:38:19.570Z,29.05,31.84,10,3.8,md,,,,1.1,us,usp0004bfy,2014-11-07T00:46:39.109Z,"69 km ESE of Al W?si?ah, Egypt",earthquake,,,,,reviewed,us,hlw
1990-07-02T12:11:50.100Z,28.858,35.351,5,3.8,md,,,,1.2,us,usp0004b97,2014-11-07T00:46:37.249Z,"70 km ESE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,hlw
1990-03-25T12:02:17.730Z,28.846,33.16,10,3.8,md,,,,0.6,us,usp000471w,2014-11-07T00:45:58.690Z,"54 km N of Ras Gharib, Egypt",earthquake,,,,,reviewed,us,hlw
1990-03-15T11:24:30.100Z,28.005,34.575,5,4,md,,,,0.5,us,usp00046mt,2014-11-07T00:45:56.980Z,"26 km ENE of Sharm el-Sheikh, Egypt",earthquake,,,,,reviewed,us,hlw
1990-02-23T04:58:14.720Z,27.036,32.729,10,4,md,,,,0.8,us,usp00045tf,2014-11-07T00:45:47.541Z,"96 km N of Qin?, Egypt",earthquake,,,,,reviewed,us,hlw
1990-01-24T03:57:51.520Z,27.599,34.231,10,4.1,md,,,,0.6,us,usp00044nv,2014-11-07T00:45:35.438Z,"36 km SSW of Sharm el-Sheikh, Egypt",earthquake,,,,,reviewed,us,hlw
1989-12-18T21:48:10.310Z,28.424,33.333,10,4.4,mb,,,,1.3,us,usp000438y,2014-11-07T00:45:22.412Z,"26 km ENE of Ras Gharib, Egypt",earthquake,,,,3,reviewed,us,us
1989-10-04T21:25:13.960Z,28.076,33.732,10,3.7,md,,,,1.5,us,usp00040b1,2014-11-07T00:44:58.763Z,"21 km SSE of El-Tor, Egypt",earthquake,,,,,reviewed,us,hlw
1989-09-06T21:27:27.110Z,27.657,33.862,10,4,md,,,,0.8,us,usp0003za1,2014-11-07T00:44:50.538Z,"34 km NNE of El Gouna, Egypt",earthquake,,,,,reviewed,us,hlw
1989-04-04T11:32:11.840Z,26.897,34.917,10,4.4,mb,,,,0.9,us,usp0003tkw,2014-11-07T00:43:55.541Z,"91 km WSW of Duba, Saudi Arabia",earthquake,,,,3,reviewed,us,us
1988-11-29T17:06:59.570Z,28.469,33.818,10,3.9,ml,,,,0.9,us,usp0003pbu,2014-11-07T00:43:10.589Z,"16 km SW of Saint Catherine, Egypt",earthquake,,,,,reviewed,us,jer
1988-06-05T18:26:57.840Z,27.969,33.775,10,4.6,mb,,,,1.1,us,usp0003grf,2014-11-07T00:42:17.467Z,"33 km SSE of El-Tor, Egypt",earthquake,,,,8,reviewed,us,us
1988-03-04T02:58:33.670Z,26.817,34.964,10,4,mb,,,,1,us,usp0003dk3,2014-11-07T00:41:45.097Z,"93 km SW of Duba, Saudi Arabia",earthquake,,,,2,reviewed,us,us
1987-09-06T09:05:53.910Z,26.979,35.018,10,4.9,mb,,,,1,us,usp0003851,2014-11-07T00:40:54.822Z,"78 km WSW of Duba, Saudi Arabia",earthquake,,,,8,reviewed,us,us
1986-04-08T08:43:34.610Z,27.215,34.291,10,4.3,mb,,,,1.5,us,usp0002srm,2014-11-07T00:38:12.004Z,"46 km ENE of Makadi Bay, Egypt",earthquake,,,,7,reviewed,us,us
1985-12-31T19:42:40.640Z,29.075,34.855,10,4.9,mb,,,,1.2,us,usp0002pn5,2014-11-07T00:37:41.697Z,"18 km E of Nuwaybi‘a, Egypt",earthquake,,,,14,reviewed,us,us
1985-02-28T16:55:47.220Z,27.962,33.817,10,4.6,mb,,,,1.2,us,usp0002c9v,2014-11-07T00:36:12.195Z,"36 km SSE of El-Tor, Egypt",earthquake,,,,9,reviewed,us,us
1984-12-08T07:41:53.480Z,27.654,34.006,10,4.5,mb,,,,1,us,usp00029vp,2014-11-07T00:35:50.569Z,"43 km SW of Sharm el-Sheikh, Egypt",earthquake,,,,4,reviewed,us,us
1984-07-02T01:46:58.900Z,25.257,34.565,10,5.1,mw,,,,1.1,us,usp00025et,2022-04-27T23:16:46.936Z,"39 km WNW of Marsa Alam, Egypt",earthquake,,,,,reviewed,us,hrv
1983-06-12T12:00:06.340Z,28.509,33.171,10,5,mb,,,,0.9,us,usp0001w1p,2014-11-07T00:33:19.134Z,"19 km NNE of Ras Gharib, Egypt",earthquake,,,,36,reviewed,us,us
1983-02-03T19:11:34.750Z,29.185,34.668,10,4.5,mb,,,,1,us,usp0001stx,2014-11-07T00:32:37.416Z,"15 km N of Nuwaybi‘a, Egypt",earthquake,,,,6,reviewed,us,us
1983-02-03T17:32:24.090Z,29.188,34.863,10,4.5,mb,,,,1.1,us,usp0001stv,2014-11-07T00:32:37.384Z,"24 km NE of Nuwaybi‘a, Egypt",earthquake,,,,1,reviewed,us,us
1983-02-03T13:46:02.310Z,29.165,34.832,10,4.9,mb,,,,1,us,usp0001stu,2014-11-07T00:32:37.358Z,"20 km NE of Nuwaybi‘a, Egypt",earthquake,,,,19,reviewed,us,us
1982-10-30T04:36:46.290Z,27.764,34.002,10,4.5,mb,,,,1.4,us,usp0001qm1,2014-11-07T00:32:05.814Z,"36 km WSW of Sharm el-Sheikh, Egypt",earthquake,,,,3,reviewed,us,us
1982-10-14T13:40:23.160Z,26.872,34.814,10,4.8,mb,,,,1.2,us,usp0001q7z,2014-11-07T00:32:02.047Z,"88 km E of Safaga, Egypt",earthquake,,,,4,reviewed,us,us
1982-03-23T10:48:27.870Z,27.956,34.373,33,4.7,mb,,,,1,us,usp0001ka6,2014-11-07T00:31:01.565Z,"6 km NE of Sharm el-Sheikh, Egypt",earthquake,,,,9,reviewed,us,us
1973-03-05T23:59:46.600Z,27.686,33.644,25,4.5,mb,,,,,us,usp00000uf,2014-11-06T23:21:09.742Z,"32 km N of El Gouna, Egypt",earthquake,,,,,reviewed,us,us
1972-06-28T09:49:36.850Z,27.643,33.815,15,5.6,mw,,,,,iscgem,iscgem772960,2022-04-26T20:49:37.574Z,"30 km NNE of El Gouna, Egypt",earthquake,,11.8,0.2,,reviewed,iscgem,iscgem
1969-04-14T13:43:56.580Z,27.343,33.665,15,5.19,mw,,,,,iscgem,iscgem809849,2022-04-26T22:08:52.355Z,"5 km SSW of El Gouna, Egypt",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1969-03-31T07:15:52.940Z,27.575,33.895,10,6.6,mw,,,,,iscgem,iscgem811717,2022-04-26T22:11:23.285Z,"29 km NE of El Gouna, Egypt",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
